"","Date","Size","AVG(Price)"
"3571","2018-10-02",11,145
"3572","2018-10-03",8,170
"3573","2018-10-03",8.5,168
"3574","2018-10-03",9,168
"3575","2018-10-03",9.5,162.5
"3576","2018-10-03",10,175
"3577","2018-10-03",10.5,170
"3578","2018-10-03",11,159
"3579","2018-10-03",11.5,160
"3580","2018-10-03",12,139
"3581","2018-10-03",13,128
"3582","2018-10-04",9,110
"3583","2018-10-04",9.5,157
"3584","2018-10-05",7.5,190
"3585","2018-10-05",9,120
"3586","2018-10-05",10.5,143.666666666667
"3587","2018-10-05",11,120
"3588","2018-10-05",11.5,135
"3589","2018-10-05",12,101
"3590","2018-10-06",9.5,166
"3591","2018-10-06",10,190
"3592","2018-10-06",12,140
"3593","2018-10-07",9.5,167
"3594","2018-10-07",12,145
"3595","2018-10-07",13,116
"3596","2018-10-08",8,135
"3597","2018-10-08",10.5,149
"3598","2018-10-08",11,133
"3599","2018-10-08",12,150
"3600","2018-10-09",9.5,167
"3601","2018-10-11",9.5,140
"3602","2018-10-12",8.5,167
"3603","2018-10-12",13,140
"3604","2018-10-13",7.5,175
"3605","2018-10-13",10.5,150
"3606","2018-10-13",11,153
"3607","2018-10-13",13,145
"3608","2018-10-15",7.5,155
"3609","2018-10-15",9.5,135
"3610","2018-10-15",11.5,101
"3611","2018-10-16",8.5,155
"3612","2018-10-16",10,145
"3613","2018-10-16",10.5,145
"3614","2018-10-17",7.5,180
"3615","2018-10-17",8,170
"3616","2018-10-17",9,145
"3617","2018-10-17",9.5,130
"3618","2018-10-17",10.5,141
"3619","2018-10-17",11,154
"3620","2018-10-18",13,126
"3621","2018-10-19",8,165
"3622","2018-10-19",10.5,155
"3623","2018-10-20",9,169
"3624","2018-10-20",9.5,155
"3625","2018-10-20",10,150.3278
"3626","2018-10-20",12,140
"3627","2018-10-21",10.5,155
"3628","2018-10-21",11.5,122.5
"3629","2018-10-22",6.5,180
"3630","2018-10-22",9,168
"3631","2018-10-22",10.5,149
"3632","2018-10-22",12,130
"3633","2018-10-23",7,160
"3634","2018-10-23",11,147
"3635","2018-10-23",11.5,130
"3636","2018-10-24",8.5,150
"3637","2018-10-24",9,165
"3638","2018-10-24",11,150
"3639","2018-10-24",11.5,140
"3640","2018-10-24",12,106
"3641","2018-10-24",13,105
"3642","2018-10-25",7.5,185
"3643","2018-10-25",9.5,155
"3644","2018-10-25",10,152
"3645","2018-10-25",11.5,155
"3646","2018-10-25",12,140
"3647","2018-10-26",9.5,165
"3648","2018-10-26",10.5,150
"3649","2018-10-26",11,149
"3650","2018-10-26",12,144
"3651","2018-10-27",11,136
"3652","2018-10-28",10,167
"3653","2018-10-28",11,138
"3654","2018-10-28",13,145
"3655","2018-10-29",8,159
"3656","2018-10-29",9,159
"3657","2018-10-29",9.5,155
"3658","2018-10-29",11,145
"3659","2018-10-29",13,155.5
"3660","2018-10-31",7,160
"3661","2018-10-31",8,141
"3662","2018-10-31",8.5,145
"3663","2018-10-31",9.5,165
"3664","2018-10-31",10,135
"3665","2018-11-01",6,121
"3666","2018-11-01",7,150
"3667","2018-11-01",8,132
"3668","2018-11-01",8.5,125.5
"3669","2018-11-01",9,150
"3670","2018-11-01",9.5,130
"3671","2018-11-01",10,131
"3672","2018-11-01",11,122
"3673","2018-11-01",11.5,114
"3674","2018-11-02",8,165
"3675","2018-11-02",11.5,145
"3676","2018-11-02",12,135
"3677","2018-11-03",11,147
"3678","2018-11-04",9.5,135
"3679","2018-11-04",10.5,155
"3680","2018-11-05",9,165
"3681","2018-11-05",10,148
"3682","2018-11-05",10.5,140
"3683","2018-11-06",11,152
"3684","2018-11-06",12,133
"3685","2018-11-07",11,153
"3686","2018-11-07",11.5,107
"3687","2018-11-07",12,113
"3688","2018-11-08",9,145
"3689","2018-11-08",10,148
"3690","2018-11-08",11,126
"3691","2018-11-08",12,134
"3692","2018-11-09",8,140
"3693","2018-11-09",10,149
"3694","2018-11-09",13,110
"3695","2018-11-10",8.5,147
"3696","2018-11-10",13,113
"3697","2018-11-11",8.5,160
"3698","2018-11-11",11.5,144
"3699","2018-11-12",10,155
"3700","2018-11-13",9.5,145
"3701","2018-11-13",11,145
"3702","2018-11-13",12,120
"3703","2018-11-14",9.5,164
"3704","2018-11-14",11,154
"3705","2018-11-14",12,135
"3706","2018-11-15",8.5,150
"3707","2018-11-15",13,115
"3708","2018-11-16",9,160
"3709","2018-11-16",10.5,124
"3710","2018-11-17",5,225
"3711","2018-11-17",9,168
"3712","2018-11-17",9.5,165
"3713","2018-11-17",11.5,130
"3714","2018-11-18",8,165
"3715","2018-11-18",9,169
"3716","2018-11-18",10,160
"3717","2018-11-19",9,167.5
"3718","2018-11-19",13,149
"3719","2018-11-20",10,165
"3720","2018-11-20",10.5,153
"3721","2018-11-20",12,134.5
"3722","2018-11-20",13,150
"3723","2018-11-21",9,180
"3724","2018-11-22",11,152
"3725","2018-11-22",12,138
"3726","2018-11-23",9,170
"3727","2018-11-23",10,159.5
"3728","2018-11-23",10.5,155
"3729","2018-11-23",12,145
"3730","2018-11-24",9.5,170
"3731","2018-11-24",10.5,154
"3732","2018-11-24",11,152
"3733","2018-11-24",12,154.666666666667
"3734","2018-11-25",9,150
"3735","2018-11-25",9.5,175
"3736","2018-11-25",10,150.0231
"3737","2018-11-25",10.5,140
"3738","2018-11-25",12,159
"3739","2018-11-26",10.5,154
"3740","2018-11-26",11.5,135
"3741","2018-11-27",7.5,150
"3742","2018-11-27",9,150
"3743","2018-11-27",9.5,179
"3744","2018-11-27",11.5,137.5
"3745","2018-11-28",9.5,120
"3746","2018-11-28",10.5,159
"3747","2018-11-29",12,150
"3748","2018-11-30",7,250
"3749","2018-11-30",8,170
"3750","2018-11-30",9.5,125
"3751","2018-11-30",10,144
"3752","2018-11-30",11.5,125
"3753","2018-11-30",12,137
"3754","2018-11-30",13,136
"3755","2018-12-01",8,175
"3756","2018-12-01",11,125
"3757","2018-12-01",12,100
"3758","2018-12-02",8,185
"3759","2018-12-02",11.5,140
"3760","2018-12-02",13,185
"3761","2018-12-03",10,174
"3762","2018-12-03",11.5,152
"3763","2018-12-04",8,185
"3764","2018-12-04",9.5,145
"3765","2018-12-04",10,185
"3766","2018-12-04",11,145
"3767","2018-12-05",10.5,182
"3768","2018-12-05",11,152
"3769","2018-12-05",12,100
"3770","2018-12-06",9.5,164
"3771","2018-12-07",8,199
"3772","2018-12-07",9,150
"3773","2018-12-07",9.5,152.5
"3774","2018-12-07",10.5,180
"3775","2018-12-07",11,153
"3776","2018-12-07",11.5,135
"3777","2018-12-07",12,142
"3778","2018-12-07",13,249
"3779","2018-12-08",12,157
"3780","2018-12-09",12.5,279
"3781","2018-12-10",10,195
"3782","2018-12-10",11,154
"3783","2018-12-10",13,145
"3784","2018-12-11",7.5,215
"3785","2018-12-11",9,170.8116
"3786","2018-12-11",10.5,179
"3787","2018-12-11",11,165
"3788","2018-12-11",11.5,165
"3789","2018-12-12",8,200
"3790","2018-12-12",9,176.666666666667
"3791","2018-12-12",9.5,205
"3792","2018-12-12",10,160
"3793","2018-12-12",10.5,180
"3794","2018-12-12",11,137
"3795","2018-12-12",11.5,160
"3796","2018-12-12",12,158
"3797","2018-12-12",13,175
"3798","2018-12-13",8.5,150
"3799","2018-12-13",9,199
"3800","2018-12-13",9.5,205
"3801","2018-12-13",12,158
"3802","2018-12-14",8.5,175
"3803","2018-12-14",9.5,144.78845
"3804","2018-12-14",10,182
"3805","2018-12-14",12,159
"3806","2018-12-14",13,200
