"","Date","Size","AVG(Price)"
"872","2017-08-09",4.5,293
"873","2017-08-09",5,175
"874","2017-08-09",7,187.666666666667
"875","2017-08-09",7.5,185
"876","2017-08-09",8,200
"877","2017-08-09",8.5,190.285714285714
"878","2017-08-09",9,174.333333333333
"879","2017-08-09",9.5,201.2
"880","2017-08-09",10,185.5
"881","2017-08-09",10.5,170
"882","2017-08-09",11,217
"883","2017-08-09",11.5,203
"884","2017-08-09",12,165
"885","2017-08-10",5,140
"886","2017-08-10",5.5,267
"887","2017-08-10",6.5,275
"888","2017-08-10",9,175.75
"889","2017-08-10",9.5,171.333333333333
"890","2017-08-10",10,180
"891","2017-08-10",10.5,161.75
"892","2017-08-10",11,185.25
"893","2017-08-10",11.5,202.5
"894","2017-08-10",13,188
"895","2017-08-10",14,160
"896","2017-08-11",5,157
"897","2017-08-11",5.5,210
"898","2017-08-11",6.5,236
"899","2017-08-11",7,200
"900","2017-08-11",7.5,242
"901","2017-08-11",8,135
"902","2017-08-11",8.5,181
"903","2017-08-11",9,198
"904","2017-08-11",9.5,202
"905","2017-08-11",10,200.2
"906","2017-08-11",10.5,158
"907","2017-08-11",11,170.333333333333
"908","2017-08-11",11.5,139
"909","2017-08-11",13,179
"910","2017-08-11",14,160
"911","2017-08-12",7.5,200
"912","2017-08-12",8,200
"913","2017-08-12",8.5,150
"914","2017-08-12",9,174
"915","2017-08-12",9.5,183.5
"916","2017-08-12",10,197.333333333333
"917","2017-08-12",10.5,144.5
"918","2017-08-12",11,225
"919","2017-08-12",11.5,159
"920","2017-08-13",5,144
"921","2017-08-13",7.5,200
"922","2017-08-13",8,155
"923","2017-08-13",8.5,180
"924","2017-08-13",9.5,200
"925","2017-08-13",10,210.5
"926","2017-08-13",10.5,206
"927","2017-08-13",11,203
"928","2017-08-13",12.5,200
"929","2017-08-13",13,200
"930","2017-08-14",5,148
"931","2017-08-14",5.5,210
"932","2017-08-14",7.5,193.5
"933","2017-08-14",8.5,178.333333333333
"934","2017-08-14",9,181
"935","2017-08-14",9.5,164.333333333333
"936","2017-08-14",10,170
"937","2017-08-14",10.5,182.444444444444
"938","2017-08-14",11,225
"939","2017-08-15",4,275
"940","2017-08-15",5,175
"941","2017-08-15",7,175
"942","2017-08-15",7.5,149
"943","2017-08-15",8,150.333333333333
"944","2017-08-15",8.5,195.5
"945","2017-08-15",9,156.75
"946","2017-08-15",9.5,181.75
"947","2017-08-15",10,180.333333333333
"948","2017-08-15",10.5,200
"949","2017-08-15",11,189.25
"950","2017-08-15",12,221
"951","2017-08-16",5,150
"952","2017-08-16",7,175
"953","2017-08-16",7.5,149
"954","2017-08-16",8,200
"955","2017-08-16",9,158
"956","2017-08-16",9.5,200
"957","2017-08-16",10,184.8
"958","2017-08-16",10.5,205.666666666667
"959","2017-08-16",11,190.833333333333
"960","2017-08-16",11.5,150
"961","2017-08-16",12,169
"962","2017-08-17",4.5,160
"963","2017-08-17",5,156
"964","2017-08-17",6,200
"965","2017-08-17",7,148
"966","2017-08-17",7.5,173.5
"967","2017-08-17",8,179.5
"968","2017-08-17",8.5,174
"969","2017-08-17",9,159
"970","2017-08-17",9.5,190
"971","2017-08-17",10,150
"972","2017-08-17",10.5,193.714285714286
"973","2017-08-17",11,169.666666666667
"974","2017-08-17",11.5,175
"975","2017-08-17",12,189
"976","2017-08-17",13,200
"977","2017-08-18",6,165
"978","2017-08-18",7,200
"979","2017-08-18",7.5,175
"980","2017-08-18",8,180
"981","2017-08-18",8.5,180
"982","2017-08-18",9,178.5
"983","2017-08-18",9.5,188.5
"984","2017-08-18",10,191.8
"985","2017-08-18",10.5,173.4
"986","2017-08-18",11,191.5
"987","2017-08-18",11.5,200
"988","2017-08-18",12,200
"989","2017-08-18",12.5,160
"990","2017-08-18",13,200
"991","2017-08-19",5.5,271
"992","2017-08-19",6,179
"993","2017-08-19",7,200
"994","2017-08-19",7.5,148
"995","2017-08-19",8,169.666666666667
"996","2017-08-19",8.5,169.5
"997","2017-08-19",9,146.5
"998","2017-08-19",9.5,150
"999","2017-08-19",10,159
"1000","2017-08-19",10.5,171.666666666667
"1001","2017-08-19",11,157.5
"1002","2017-08-19",11.5,174.5
"1003","2017-08-19",12,163
"1004","2017-08-20",5.5,170
"1005","2017-08-20",7,212.5
"1006","2017-08-20",8,180
"1007","2017-08-20",8.5,180
"1008","2017-08-20",9,154
"1009","2017-08-20",9.5,187.5
"1010","2017-08-20",10,196
"1011","2017-08-20",10.5,200
"1012","2017-08-20",11,177
"1013","2017-08-20",11.5,164
"1014","2017-08-20",12,176
"1015","2017-08-20",13,160.5
"1016","2017-08-21",6,236
"1017","2017-08-21",7,165
"1018","2017-08-21",7.5,175
"1019","2017-08-21",8,211
"1020","2017-08-21",8.5,177.25
"1021","2017-08-21",9,173
"1022","2017-08-21",9.5,180
"1023","2017-08-21",10,157.166666666667
"1024","2017-08-21",10.5,191.666666666667
"1025","2017-08-21",11,197.6
"1026","2017-08-21",11.5,155
"1027","2017-08-21",12,167.5
"1028","2017-08-22",4,277
"1029","2017-08-22",5,165
"1030","2017-08-22",7,201
"1031","2017-08-22",7.5,165
"1032","2017-08-22",8,216
"1033","2017-08-22",8.5,200
"1034","2017-08-22",9,177
"1035","2017-08-22",9.5,195.333333333333
"1036","2017-08-22",10,189
"1037","2017-08-22",10.5,169.333333333333
"1038","2017-08-22",11,196.5
"1039","2017-08-22",11.5,159.666666666667
"1040","2017-08-22",12,164
"1041","2017-08-22",13,158
"1042","2017-08-23",4.5,155
"1043","2017-08-23",6.5,275
"1044","2017-08-23",8.5,160
"1045","2017-08-23",9,168.666666666667
"1046","2017-08-23",9.5,182
"1047","2017-08-23",10,160
"1048","2017-08-23",10.5,165.333333333333
"1049","2017-08-23",12,155
"1050","2017-08-24",5,212.333333333333
"1051","2017-08-24",7,205.5
"1052","2017-08-24",7.5,192
"1053","2017-08-24",8,164.5
"1054","2017-08-24",8.5,158.833333333333
"1055","2017-08-24",9,165.333333333333
"1056","2017-08-24",9.5,165.8
"1057","2017-08-24",10,183.333333333333
"1058","2017-08-24",10.5,164.75
"1059","2017-08-24",11,140
"1060","2017-08-24",11.5,162.5
"1061","2017-08-24",12,160
"1062","2017-08-24",12.5,200
"1063","2017-08-24",13,160.5
"1064","2017-08-25",5,275
"1065","2017-08-25",7,182.333333333333
"1066","2017-08-25",7.5,216
"1067","2017-08-25",8.5,189
"1068","2017-08-25",9,187
"1069","2017-08-25",9.5,216
"1070","2017-08-25",10,200.5
"1071","2017-08-25",10.5,163
"1072","2017-08-25",11,175
"1073","2017-08-25",11.5,193
"1074","2017-08-25",12,187.5
"1075","2017-08-25",13,175
"1076","2017-08-26",5,166.666666666667
"1077","2017-08-26",7,155
"1078","2017-08-26",7.5,200
"1079","2017-08-26",8,175
"1080","2017-08-26",9,175
"1081","2017-08-26",9.5,165
"1082","2017-08-26",10.5,150
"1083","2017-08-26",11,150
"1084","2017-08-26",13,200
"1085","2017-08-26",14,158
"1086","2017-08-27",8,175
"1087","2017-08-27",8.5,166.333333333333
"1088","2017-08-27",9,176.333333333333
"1089","2017-08-27",9.5,169.666666666667
"1090","2017-08-27",10,180
"1091","2017-08-27",10.5,174.5
"1092","2017-08-27",11,177.5
"1093","2017-08-27",11.5,178.75
"1094","2017-08-27",12,150
"1095","2017-08-28",7.5,221
"1096","2017-08-28",8.5,200
"1097","2017-08-28",9,180.142857142857
"1098","2017-08-28",10,200
"1099","2017-08-28",10.5,200
"1100","2017-08-28",11.5,200
"1101","2017-08-28",12,151
"1102","2017-08-28",13,155
"1103","2017-08-29",5,275
"1104","2017-08-29",7.5,158
"1105","2017-08-29",8.5,155
"1106","2017-08-29",9,174.666666666667
"1107","2017-08-29",9.5,168.75
"1108","2017-08-29",10,149
"1109","2017-08-29",10.5,179.5
"1110","2017-08-29",11,163.666666666667
"1111","2017-08-29",11.5,180.5
"1112","2017-08-29",13,162.5
"1113","2017-08-30",8,216
"1114","2017-08-30",8.5,183
"1115","2017-08-30",9,159.666666666667
"1116","2017-08-30",9.5,179
"1117","2017-08-30",10,155
"1118","2017-08-30",10.5,166.333333333333
"1119","2017-08-30",11,180.4
"1120","2017-08-30",11.5,157.333333333333
"1121","2017-08-30",13,175
"1122","2017-08-30",14,159
"1123","2017-08-31",4.5,191.5
"1124","2017-08-31",5.5,275
"1125","2017-08-31",7,213
"1126","2017-08-31",8,208
"1127","2017-08-31",8.5,167
"1128","2017-08-31",9,173
"1129","2017-08-31",9.5,175.5
"1130","2017-08-31",10,177.666666666667
"1131","2017-08-31",10.5,188
"1132","2017-08-31",11,145
"1133","2017-08-31",12,167.5
"1134","2017-08-31",12.5,155
"1135","2017-08-31",13,175
"1136","2017-09-01",4.5,150
"1137","2017-09-01",8.5,187.5
"1138","2017-09-01",9,183.625
"1139","2017-09-01",9.5,164
"1140","2017-09-01",10,182.25
"1141","2017-09-01",10.5,158
"1142","2017-09-01",11,160
"1143","2017-09-01",12,225
"1144","2017-09-01",12.5,200
"1145","2017-09-01",13,150
"1146","2017-09-01",14,165
"1147","2017-09-02",7.5,200
"1148","2017-09-02",8.5,142.666666666667
"1149","2017-09-02",9,143.5
"1150","2017-09-02",9.5,151
"1151","2017-09-02",10,160
"1152","2017-09-02",10.5,163.25
"1153","2017-09-02",11,140.666666666667
"1154","2017-09-02",11.5,157.5
"1155","2017-09-02",12,145
"1156","2017-09-02",13,221
"1157","2017-09-03",6,175
"1158","2017-09-03",8,172.2
"1159","2017-09-03",8.5,151.666666666667
"1160","2017-09-03",9.5,174.5
"1161","2017-09-03",10,200
"1162","2017-09-03",10.5,170
"1163","2017-09-03",11,160.333333333333
"1164","2017-09-03",12,175
"1165","2017-09-04",8,145
"1166","2017-09-04",8.5,156.333333333333
"1167","2017-09-04",9,157.5
"1168","2017-09-04",9.5,200
"1169","2017-09-04",10,136
"1170","2017-09-04",10.5,175
"1171","2017-09-04",11.5,145
"1172","2017-09-04",12,135
"1173","2017-09-04",13,247
"1174","2017-09-05",8,175
"1175","2017-09-05",8.5,176.25
"1176","2017-09-05",9,171.25
"1177","2017-09-05",10,186.333333333333
"1178","2017-09-05",10.5,162.666666666667
"1179","2017-09-05",11,158.333333333333
"1180","2017-09-05",12.5,236
"1181","2017-09-05",13,200
"1182","2017-09-05",14,200
"1183","2017-09-06",5,250
"1184","2017-09-06",5.5,287
"1185","2017-09-06",8.5,176.666666666667
"1186","2017-09-06",9,180
"1187","2017-09-06",9.5,200
"1188","2017-09-06",10.5,134.333333333333
"1189","2017-09-06",11,157.111111111111
"1190","2017-09-06",11.5,140
"1191","2017-09-06",12,168
"1192","2017-09-06",13,140
"1193","2017-09-07",5,275
"1194","2017-09-07",6,236
"1195","2017-09-07",6.5,170
"1196","2017-09-07",7,150
"1197","2017-09-07",8,179.4
"1198","2017-09-07",8.5,151.5
"1199","2017-09-07",9,158
"1200","2017-09-07",9.5,133
"1201","2017-09-07",10,129.5
"1202","2017-09-07",10.5,129
"1203","2017-09-07",11,150
"1204","2017-09-07",11.5,135
"1205","2017-09-07",12,157.5
"1206","2017-09-07",13,125
"1207","2017-09-07",14,200
"1208","2017-09-08",7,200
"1209","2017-09-08",7.5,173.5
"1210","2017-09-08",8.5,151
"1211","2017-09-08",9,147.333333333333
"1212","2017-09-08",9.5,129
"1213","2017-09-08",10,149.25
"1214","2017-09-08",10.5,132.333333333333
"1215","2017-09-08",11,144.142857142857
"1216","2017-09-08",11.5,120
"1217","2017-09-08",12,142
"1218","2017-09-08",13,138.5
"1219","2017-09-09",8.5,161.333333333333
"1220","2017-09-09",9,146.25
"1221","2017-09-09",9.5,162.333333333333
"1222","2017-09-09",10,149.5
"1223","2017-09-09",10.5,139.6
"1224","2017-09-09",11,151.333333333333
"1225","2017-09-09",12,134.5
"1226","2017-09-09",13,134
"1227","2017-09-10",7,205
"1228","2017-09-10",7.5,160
"1229","2017-09-10",8,151
"1230","2017-09-10",9,153.666666666667
"1231","2017-09-10",9.5,132
"1232","2017-09-10",10,155
"1233","2017-09-10",10.5,151.666666666667
"1234","2017-09-10",11,160
"1235","2017-09-10",11.5,158
"1236","2017-09-10",12,159.666666666667
"1237","2017-09-10",13,135
"1238","2017-09-11",7.5,180
"1239","2017-09-11",8,167.5
"1240","2017-09-11",8.5,170.5
"1241","2017-09-11",9,134.5
"1242","2017-09-11",9.5,147.833333333333
"1243","2017-09-11",10,149.166666666667
"1244","2017-09-11",10.5,167.4
"1245","2017-09-11",11,160
"1246","2017-09-11",11.5,127
"1247","2017-09-11",12,142.5
"1248","2017-09-12",7,206
"1249","2017-09-12",7.5,175
"1250","2017-09-12",8,160
"1251","2017-09-12",8.5,150
"1252","2017-09-12",9,159.5
"1253","2017-09-12",9.5,163.666666666667
"1254","2017-09-12",10,136.666666666667
"1255","2017-09-12",10.5,145.4
"1256","2017-09-12",11,148.5
"1257","2017-09-12",11.5,141
"1258","2017-09-12",12,160
"1259","2017-09-12",13,165
"1260","2017-09-13",7,202
"1261","2017-09-13",8,157.5
"1262","2017-09-13",8.5,149.4
"1263","2017-09-13",9,153
"1264","2017-09-13",9.5,152.6
"1265","2017-09-13",10,153.75
"1266","2017-09-13",10.5,191
"1267","2017-09-13",11,155
"1268","2017-09-13",11.5,124.5
"1269","2017-09-13",13,143
"1270","2017-09-14",5,275
"1271","2017-09-14",7,200
"1272","2017-09-14",8,159.25
"1273","2017-09-14",8.5,124
"1274","2017-09-14",9,152.333333333333
"1275","2017-09-14",9.5,131
"1276","2017-09-14",10,133
"1277","2017-09-14",10.5,175.5
"1278","2017-09-14",11,158
"1279","2017-09-14",11.5,167.5
"1280","2017-09-14",12,191
"1281","2017-09-14",12.5,150
"1282","2017-09-14",14,250
"1283","2017-09-15",7,140
"1284","2017-09-15",7.5,125
"1285","2017-09-15",8.5,138.666666666667
"1286","2017-09-15",9,163.333333333333
"1287","2017-09-15",9.5,149.666666666667
"1288","2017-09-15",10,147.5
"1289","2017-09-15",10.5,135
"1290","2017-09-15",11,154.5
"1291","2017-09-16",5,275
"1292","2017-09-16",8,150
"1293","2017-09-16",8.5,125
"1294","2017-09-16",9,152.75
"1295","2017-09-16",9.5,160
"1296","2017-09-16",10,175.5
"1297","2017-09-16",10.5,139.666666666667
"1298","2017-09-16",11,139
"1299","2017-09-16",11.5,157.5
"1300","2017-09-16",13,150
"1301","2017-09-17",7.5,145
"1302","2017-09-17",8.5,140.333333333333
"1303","2017-09-17",9,135.8
"1304","2017-09-17",9.5,143.8
"1305","2017-09-17",10,141.8
"1306","2017-09-17",10.5,146.5
"1307","2017-09-17",11,150
"1308","2017-09-17",11.5,129.666666666667
"1309","2017-09-17",12,169.333333333333
"1310","2017-09-17",13,129.5
"1311","2017-09-18",7,175
"1312","2017-09-18",8.5,185
"1313","2017-09-18",9,159.5
"1314","2017-09-18",9.5,147.333333333333
"1315","2017-09-18",10,160
"1316","2017-09-18",10.5,136.5
"1317","2017-09-18",11,160
"1318","2017-09-18",11.5,201
"1319","2017-09-18",12,136
"1320","2017-09-18",13,139
"1321","2017-09-19",4.5,150
"1322","2017-09-19",7,213
"1323","2017-09-19",7.5,150
"1324","2017-09-19",8.5,183
"1325","2017-09-19",9,155
"1326","2017-09-19",9.5,146.25
"1327","2017-09-19",10,150.5
"1328","2017-09-19",10.5,180
"1329","2017-09-19",11,153.8
"1330","2017-09-19",12,206
"1331","2017-09-20",4.5,155
"1332","2017-09-20",7,225
"1333","2017-09-20",7.5,187.5
"1334","2017-09-20",8,160
"1335","2017-09-20",8.5,175
"1336","2017-09-20",9,171.833333333333
"1337","2017-09-20",9.5,146.5
"1338","2017-09-20",10,200
"1339","2017-09-20",11,138.333333333333
"1340","2017-09-20",11.5,160
"1341","2017-09-20",12,140
"1342","2017-09-20",13,131
"1343","2017-09-21",4.5,161.666666666667
"1344","2017-09-21",8,143
"1345","2017-09-21",8.5,138
"1346","2017-09-21",9,140.666666666667
"1347","2017-09-21",9.5,158.8
"1348","2017-09-21",10,151
"1349","2017-09-21",10.5,161.285714285714
"1350","2017-09-21",11,154.5
"1351","2017-09-21",11.5,150
"1352","2017-09-21",12,175
"1353","2017-09-21",12.5,155
"1354","2017-09-21",13,157.5
"1355","2017-09-22",6,277
"1356","2017-09-22",7,175
"1357","2017-09-22",7.5,157.5
"1358","2017-09-22",8,158.333333333333
"1359","2017-09-22",8.5,177.5
"1360","2017-09-22",9,150
"1361","2017-09-22",9.5,156.5
"1362","2017-09-22",10,152.5
"1363","2017-09-22",10.5,160
"1364","2017-09-22",11.5,141
"1365","2017-09-22",12,125
"1366","2017-09-22",13,157
"1367","2017-09-22",14,200
"1368","2017-09-23",4,250
"1369","2017-09-23",6,200
"1370","2017-09-23",7.5,200
"1371","2017-09-23",8,120
"1372","2017-09-23",8.5,134
"1373","2017-09-23",9,136.25
"1374","2017-09-23",9.5,150
"1375","2017-09-23",10,135
"1376","2017-09-23",10.5,132
"1377","2017-09-23",11,145
"1378","2017-09-23",11.5,175
"1379","2017-09-23",12,125.666666666667
"1380","2017-09-24",4.5,250
"1381","2017-09-24",5,185
"1382","2017-09-24",7,175
"1383","2017-09-24",8,183
"1384","2017-09-24",8.5,136.5
"1385","2017-09-24",9,139
"1386","2017-09-24",9.5,145.6
"1387","2017-09-24",10,140
"1388","2017-09-24",11,138
"1389","2017-09-24",11.5,140
"1390","2017-09-24",12,150
"1391","2017-09-24",13,165
"1392","2017-09-25",8,162
"1393","2017-09-25",8.5,137.333333333333
"1394","2017-09-25",9,130
"1395","2017-09-25",9.5,143.6
"1396","2017-09-25",10,176.25
"1397","2017-09-25",10.5,134.5
"1398","2017-09-25",11,175
"1399","2017-09-25",11.5,200
"1400","2017-09-25",12,137.25
"1401","2017-09-26",6,230
"1402","2017-09-26",7,174
"1403","2017-09-26",7.5,225
"1404","2017-09-26",8,143.75
"1405","2017-09-26",8.5,150
"1406","2017-09-26",9,156.666666666667
"1407","2017-09-26",9.5,135
"1408","2017-09-26",10,144.555555555556
"1409","2017-09-26",10.5,156.5
"1410","2017-09-26",11,165
"1411","2017-09-26",13,150
"1412","2017-09-27",7,150
"1413","2017-09-27",7.5,140
"1414","2017-09-27",8,150
"1415","2017-09-27",8.5,149
"1416","2017-09-27",9,145
"1417","2017-09-27",9.5,147
"1418","2017-09-27",10,150
"1419","2017-09-27",10.5,165
"1420","2017-09-27",11,175
"1421","2017-09-27",13,150
"1422","2017-09-28",4.5,250
"1423","2017-09-28",7,213
"1424","2017-09-28",8,145
"1425","2017-09-28",8.5,130
"1426","2017-09-28",9,150
"1427","2017-09-28",9.5,125
"1428","2017-09-28",10.5,160
"1429","2017-09-28",11,141
"1430","2017-09-28",11.5,212.5
"1431","2017-09-28",13,144
"1432","2017-09-29",5,190
"1433","2017-09-29",6,182.666666666667
"1434","2017-09-29",7.5,129.166666666667
"1435","2017-09-29",8,122.5
"1436","2017-09-29",8.5,116.5
"1437","2017-09-29",9,127.555555555556
"1438","2017-09-29",9.5,127
"1439","2017-09-29",10,124.142857142857
"1440","2017-09-29",10.5,128.2
"1441","2017-09-29",11,132
"1442","2017-09-29",11.5,138.4
"1443","2017-09-29",12,139
"1444","2017-09-29",12.5,200
"1445","2017-09-29",13,122.666666666667
"1446","2017-09-29",14,140
"1447","2017-09-30",5,185
"1448","2017-09-30",7,187.5
"1449","2017-09-30",7.5,116
"1450","2017-09-30",8,132
"1451","2017-09-30",8.5,125.25
"1452","2017-09-30",9,126.5
"1453","2017-09-30",9.5,127.333333333333
"1454","2017-09-30",10,127
"1455","2017-09-30",10.5,131.142857142857
"1456","2017-09-30",11,135.857142857143
"1457","2017-09-30",11.5,148
"1458","2017-09-30",12,133.5
"1459","2017-09-30",13,117
"1460","2017-10-01",5.5,150
"1461","2017-10-01",6,160
"1462","2017-10-01",7,124.25
"1463","2017-10-01",8,151.166666666667
"1464","2017-10-01",8.5,132.428571428571
"1465","2017-10-01",9,143
"1466","2017-10-01",9.5,152.5
"1467","2017-10-01",10,118.833333333333
"1468","2017-10-01",10.5,135.625
"1469","2017-10-01",11,140.285714285714
"1470","2017-10-01",11.5,124.4
"1471","2017-10-01",12,117.2
"1472","2017-10-01",13,116
"1473","2017-10-02",7.5,175
"1474","2017-10-02",8,180
"1475","2017-10-02",8.5,167.166666666667
"1476","2017-10-02",9,146.111111111111
"1477","2017-10-02",9.5,149.75
"1478","2017-10-02",10,200
"1479","2017-10-02",10.5,143.285714285714
"1480","2017-10-02",11,145
"1481","2017-10-02",11.5,175
"1482","2017-10-02",12,150
"1483","2017-10-02",13,158
"1484","2017-10-03",4.5,250
"1485","2017-10-03",7.5,150
"1486","2017-10-03",8,125
"1487","2017-10-03",8.5,127.75
"1488","2017-10-03",9,125
"1489","2017-10-03",9.5,185
"1490","2017-10-03",10,146
"1491","2017-10-03",10.5,140.142857142857
"1492","2017-10-03",11,151.923076923077
"1493","2017-10-03",11.5,200
"1494","2017-10-03",12,135
"1495","2017-10-03",14,135
"1496","2017-10-04",7.5,142.666666666667
"1497","2017-10-04",8,160
"1498","2017-10-04",8.5,142.666666666667
"1499","2017-10-04",9,133
"1500","2017-10-04",9.5,139
"1501","2017-10-04",10,146.181818181818
"1502","2017-10-04",10.5,141.142857142857
"1503","2017-10-04",11,150
"1504","2017-10-04",11.5,200
"1505","2017-10-04",12,150
"1506","2017-10-04",13,150
"1507","2017-10-05",7,225
"1508","2017-10-05",7.5,120
"1509","2017-10-05",8,128
"1510","2017-10-05",8.5,129
"1511","2017-10-05",9,150
"1512","2017-10-05",9.5,150
"1513","2017-10-05",10,141.25
"1514","2017-10-05",10.5,145
"1515","2017-10-05",11,152.5
"1516","2017-10-05",12,156.5
"1517","2017-10-05",13,125
"1518","2017-10-06",8,147.5
"1519","2017-10-06",8.5,152.5
"1520","2017-10-06",9,170
"1521","2017-10-06",9.5,151.5
"1522","2017-10-06",10,189.833333333333
"1523","2017-10-06",10.5,156.666666666667
"1524","2017-10-06",11,150
"1525","2017-10-06",11.5,146.428571428571
"1526","2017-10-06",12,145.8
"1527","2017-10-06",12.5,225
"1528","2017-10-06",13,162.5
"1529","2017-10-07",6.5,179
"1530","2017-10-07",7.5,190
"1531","2017-10-07",8.5,150
"1532","2017-10-07",9,150
"1533","2017-10-07",9.5,138
"1534","2017-10-07",10,166.666666666667
"1535","2017-10-07",10.5,150.8
"1536","2017-10-07",11,145
"1537","2017-10-07",11.5,141.666666666667
"1538","2017-10-07",12,200
"1539","2017-10-07",13,137.5
"1540","2017-10-07",14,200
"1541","2017-10-08",7.5,145
"1542","2017-10-08",8.5,145.8
"1543","2017-10-08",9,168.333333333333
"1544","2017-10-08",9.5,141.5
"1545","2017-10-08",10,149.5
"1546","2017-10-08",10.5,140.666666666667
"1547","2017-10-08",11,182.5
"1548","2017-10-08",11.5,137.5
"1549","2017-10-08",12,140
"1550","2017-10-08",13,125
"1551","2017-10-09",7.5,157
"1552","2017-10-09",8,135
"1553","2017-10-09",8.5,148.4
"1554","2017-10-09",9,150
"1555","2017-10-09",9.5,162.5
"1556","2017-10-09",10,161
"1557","2017-10-09",10.5,146.25
"1558","2017-10-09",11.5,133.333333333333
"1559","2017-10-09",13,150
"1560","2017-10-09",14,145
"1561","2017-10-10",7,225
"1562","2017-10-10",8.5,160
"1563","2017-10-10",9,150
"1564","2017-10-10",9.5,158.333333333333
"1565","2017-10-10",10,173.8
"1566","2017-10-10",10.5,175
"1567","2017-10-10",11,206.25
"1568","2017-10-10",11.5,137.5
"1569","2017-10-10",12,166.333333333333
"1570","2017-10-10",13,133.5
"1571","2017-10-11",8.5,134
"1572","2017-10-11",9.5,150
"1573","2017-10-11",10,200
"1574","2017-10-11",10.5,150
"1575","2017-10-11",11,151.333333333333
"1576","2017-10-11",11.5,125
"1577","2017-10-11",12,149.666666666667
"1578","2017-10-12",7.5,130
"1579","2017-10-12",8.5,141.666666666667
"1580","2017-10-12",9,140
"1581","2017-10-12",9.5,140
"1582","2017-10-12",10,140
"1583","2017-10-12",11,150
"1584","2017-10-12",11.5,133.333333333333
"1585","2017-10-13",7.5,157.5
"1586","2017-10-13",8,115
"1587","2017-10-13",8.5,128
"1588","2017-10-13",9,140
"1589","2017-10-13",9.5,162.5
"1590","2017-10-13",10,145
"1591","2017-10-13",10.5,140
"1592","2017-10-13",11,150
"1593","2017-10-13",11.5,137.5
"1594","2017-10-13",13,150
"1595","2017-10-14",7,225
"1596","2017-10-14",7.5,191
"1597","2017-10-14",8,144
"1598","2017-10-14",8.5,127
"1599","2017-10-14",9,132.5
"1600","2017-10-14",9.5,150
"1601","2017-10-14",10,149.333333333333
"1602","2017-10-14",10.5,166.666666666667
"1603","2017-10-14",11,160
"1604","2017-10-14",11.5,118
"1605","2017-10-14",12,150
"1606","2017-10-14",12.5,200
"1607","2017-10-14",13,161.666666666667
"1608","2017-10-15",5,155
"1609","2017-10-15",6,175
"1610","2017-10-15",7.5,130
"1611","2017-10-15",8,138
"1612","2017-10-15",8.5,191
"1613","2017-10-15",9,150
"1614","2017-10-15",9.5,149.666666666667
"1615","2017-10-15",10,137
"1616","2017-10-15",10.5,155
"1617","2017-10-15",11,150
"1618","2017-10-15",11.5,125
"1619","2017-10-15",12,149
"1620","2017-10-15",13,121.666666666667
"1621","2017-10-16",7,150
"1622","2017-10-16",7.5,152.5
"1623","2017-10-16",8.5,143.5
"1624","2017-10-16",9,142
"1625","2017-10-16",9.5,165
"1626","2017-10-16",10,138
"1627","2017-10-16",10.5,136
"1628","2017-10-16",11,150
"1629","2017-10-16",11.5,165.333333333333
"1630","2017-10-16",13,125
"1631","2017-10-17",7,190
"1632","2017-10-17",7.5,200
"1633","2017-10-17",8,160
"1634","2017-10-17",9,151.25
"1635","2017-10-17",9.5,139.5
"1636","2017-10-17",10,140.333333333333
"1637","2017-10-17",10.5,142.5
"1638","2017-10-17",11,149.25
"1639","2017-10-17",11.5,125
"1640","2017-10-17",12,147.5
"1641","2017-10-17",13,125
"1642","2017-10-17",14,150
"1643","2017-10-18",7.5,135
"1644","2017-10-18",8,157
"1645","2017-10-18",8.5,144
"1646","2017-10-18",9,160
"1647","2017-10-18",9.5,161.75
"1648","2017-10-18",10,200
"1649","2017-10-18",10.5,150
"1650","2017-10-18",11,180.25
"1651","2017-10-18",11.5,161.666666666667
"1652","2017-10-18",12,121
"1653","2017-10-18",13,132.5
"1654","2017-10-19",7,225
"1655","2017-10-19",8,140
"1656","2017-10-19",8.5,148.25
"1657","2017-10-19",9,136.8
"1658","2017-10-19",9.5,150.5
"1659","2017-10-19",10,136.8
"1660","2017-10-19",10.5,125
"1661","2017-10-19",11,144.333333333333
"1662","2017-10-19",11.5,125
"1663","2017-10-19",12,120
"1664","2017-10-19",13,103
"1665","2017-10-20",7.5,182
"1666","2017-10-20",8,153.666666666667
"1667","2017-10-20",8.5,147
"1668","2017-10-20",9,149
"1669","2017-10-20",9.5,147.75
"1670","2017-10-20",10,129.5
"1671","2017-10-20",10.5,146.666666666667
"1672","2017-10-20",11,141.5
"1673","2017-10-20",11.5,158
"1674","2017-10-20",12,146.5
"1675","2017-10-20",12.5,174
"1676","2017-10-20",13,137.25
"1677","2017-10-21",9,159.5
"1678","2017-10-21",9.5,130
"1679","2017-10-21",10,149.25
"1680","2017-10-21",10.5,156
"1681","2017-10-21",11,168.333333333333
"1682","2017-10-21",11.5,200
"1683","2017-10-21",12,130
"1684","2017-10-21",13,129
"1685","2017-10-22",7.5,185
"1686","2017-10-22",8.5,153.666666666667
"1687","2017-10-22",9,148.2
"1688","2017-10-22",9.5,167
"1689","2017-10-22",10,164.5
"1690","2017-10-22",10.5,151.666666666667
"1691","2017-10-22",13,150
"1692","2017-10-23",7,152.5
"1693","2017-10-23",7.5,151.25
"1694","2017-10-23",8.5,140
